publisher,source,dataset_title,dataset_url,discovery_api_url,dataset_metadata_modified,resource_id,resource_name,resource_last_modified,source_url,source_extracted_date,retrieved_at_utc,licence,licence_url,local_filename,md5,file_bytes,source_rows,amphibian_rows,fields_used
"Australian Government Department of Climate Change, Energy, the Environment and Water","DCCEEW Species Profile and Threats Database (SPRAT), via data.gov.au",Threatened Species and Ecological Communities of National Environmental Significance,https://data.gov.au/data/dataset/ae652011-f39e-4c6c-91b8-1dc2d2dfee8f,https://data.gov.au/data/api/3/action/package_show?id=ae652011-f39e-4c6c-91b8-1dc2d2dfee8f,2026-08-31T01:57:31.633622,78401dce-1f40-49d3-92c4-3713d6e34974,Threatened Species State Lists - 28 August 2026 (CSV),2026-08-31T01:57:10.065573,https://data.gov.au/data/dataset/ae652011-f39e-4c6c-91b8-1dc2d2dfee8f/resource/78401dce-1f40-49d3-92c4-3713d6e34974/download/20260828spcs.csv,2026-Aug-28,2026-09-18T23:21:33Z,Creative Commons Attribution 3.0 Australia,http://creativecommons.org/licenses/by/3.0/au/,20260828spcs.csv,acfa6eb9893fea4b1141a8c28d30367c,694216,2222,53,Scientific Name; Current Scientific Name; Threatened status; Class; Listed SPRAT TaxonID; Current SPRAT TaxonID; Profile; Date extracted
